id	composite_no
P469059	Q006277
P469060	Q006278
P469061	Q006279
P469062	Q006280
P469063	Q006281
P469064	Q006282
P469065	Q006283
P469066	Q006284
P469067	Q006285
P469068	Q006286
P469069	Q006287
P469070	Q006288
P469071	Q006289
P469072	Q006290
P469073	Q006291
P469074	Q006292
P469075	Q006293
P469076	Q006294
P469077	Q006295
P469078	Q006296
P469079	Q006297
P469080	Q006298
P469081	Q006300
P469082	Q006301
P469083	Q006302
P469084	Q006303
P469085	Q006304
P469086	Q006305
P469087	Q006306
P469088	Q006309
P469089	Q006603
P469090	Q006604
P469091	Q006605
P469092	Q006606
P469093	Q006607
P469094	Q006608
P469096	Q006310
P469097	Q003800
P469098	Q003801
P469099	Q003802
P469100	Q003803
P469101	Q003804
P469102	Q003805
P469103	Q003806
P469104	Q003807
P469105	Q003808
P469106	Q003809
P469107	Q003810
P469108	Q003811
P469109	Q003812
P469110	Q003813
P469111	Q003814
P469112	Q003815
P469113	Q003816
P469114	Q003817
P469115	Q003818
P469116	Q003840
P469117	Q003841
P469118	Q003842
P469119	Q003843
P469120	Q003844
P469121	Q003846
P469122	Q003848
P469123	Q003849
P469124	Q003850
P469125	Q003851
P469126	Q003852
P469127	Q003853
P469128	Q003854
P469129	Q003819
P469130	Q003820
P469131	Q003821
P469132	Q006311
P469133	Q006312
P469134	Q006313
P469135	Q006314
P469136	Q006315
P469137	Q006316
P469138	Q006317
P469139	Q003857
P469140	Q003858
P469141	Q003859
P469142	Q003860
P469143	Q003861
P469144	Q006318
P469145	Q006319
P469146	Q006320
P469147	Q006321
P469148	Q006322
P469149	Q006206
P469150	Q006207
P469151	Q006208
P469152	Q006209
P469153	Q006210
P469154	Q006211
P469155	Q006212
P469156	Q006213
P469157	Q006214
P469158	Q006215
P469159	Q006216
P469160	Q006217
P469161	Q006218
P469162	Q006219
P469163	Q006220
P469164	Q006225
P469165	Q006226
P469166	Q006221
P469167	Q006222
P469168	Q006223
P469169	Q006224
P469170	Q006227
P469171	Q006228
P469172	Q006229
P469173	Q006230
P469174	Q006231
P469175	Q006232
P469176	Q006233
P469177	Q006234
P469178	Q006235
P469179	Q006236
P469180	Q006237
P469181	Q006238
P469514	Q000332
P469515	Q000333
P469516	Q000334
P469517	Q000335
P469518	Q000336
P469519	Q000337
P469520	Q000338
P469521	Q000339
P469522	Q000340
P469523	Q000341
P469524	Q000342
P469525	Q000344
P469526	Q000345
P469527	Q000350
P469528	Q000347
P469529	Q000348
P469530	Q000351
P469531	Q000352
P469662	Q000354
P469663	Q000356
P469664	Q000357
P469665	Q000358
P469666	Q000359
P469667	Q000360
P469668	Q000362
P469669	Q000363
P469670	Q000364
P469671	Q000366
P469672	Q000367
P469673	Q000368
P469674	Q000369
P469675	Q000370
P469676	Q000372
P469677	Q000373
P469678	Q000374
P469679	Q000375
P469681	Q000379
P469682	Q000380
P469683	Q000381
P469684	Q000382
P469685	Q000383
P469686	Q000384
P469687	Q000385
P469688	Q000386
P469689	Q000387
P469690	Q000388
P469691	Q000389
P469692	Q000390
P469693	Q000391
P469694	Q000392
P469695	Q000393
P469696	Q000394
P469697	Q000395
P469698	Q000396
P469699	Q000397
P469700	Q000399
P469701	Q000400
P469702	Q000401
P469703	Q000404
P469704	Q004139
P469846	Q005315
P469958	Q000792
P469959	Q008415
P471578	Q005316
P471604	Q005203
P471646	Q005204
P471647	Q005306
P471648	Q005352
P471649	Q004403
P471650	Q004248
P471682	Q000011
P471683	Q000017
P471684	Q000034
P471685	Q000013
P471686	Q000265
P471687	Q000028
P471688	Q000026
P471689	Q000007
P471690	needed
P471691	Q000019
P471692	Q000030
P471693	Q000023
P471694	Q000022
P472692	Q006370
P472746	Q005351
P472758	Q000761
P472776	Q005281
P473725	Q000423
P473726	Q000447
P473727	Q000539
P473728	Q000540
P473730	Q000557
P473731	Q000560a
P473732	Q000561
P473733	Q000562
P473734	Q000564
P473735	Q000565
P473736	Q000573
P473737	Q000574
P473738	Q000579
P473739	Q000580
P473740	Q000581
P473741	Q000582
P473742	Q000590
P473745	Q000632
P473746	Q000633
P473747	Q000635
P473748	Q000639
P473749	Q000663
P473750	Q000690
P473751	Q000736
P473753	Q000760
P473755	Q000604
P473756	Q000553a needed
P473757	Q000559
P477521	Q008509
P477522	Q008510
P478002	Q004945
P478003	Q004114
P478007	Q004150
P478011	Q004342
P478012	Q004116
P478812	Q000482
P478833	Q008414
P478834	Q000547
P478835	Q000548
P478836	Q000549
P478837	Q000550
P478838	Q000553
P478839	Q000554
P478840	Q000555
P478841	Q000556
P478843	Q000558
P478845	Q000560
P478846	Q000615
P478847	Q000616
P478848	Q000618
P478849	Q000619
P478850	Q000621
P478851	Q000622
P478852	Q000623
P478853	Q000624
P478854	Q000625
P478855	Q000626
P478856	Q000627
P478857	Q000628
P478858	Q000629
P478859	Q000630
P478860	Q000631
P478863	Q000634
P478865	Q000636
P478866	Q000637
P478867	Q000638
P478869	Q000640
P478870	Q000641
P478871	Q000643
P478872	Q000644
P478873	Q000646
P478874	Q000647
P478875	Q000649
P478876	Q000651
P478877	Q000653
P478878	Q000654
P478879	Q000656
P478880	Q000657
P478881	Q000658
P478882	Q000659
P478883	Q000660
P478884	Q000661
P478885	Q000662
P478887	Q000664
P478888	Q000668
P478889	Q000669
P478890	Q000670
P478891	Q000671
P478892	Q000672
P478893	Q000673
P478894	Q000674
P478895	Q000675
P478896	Q000676
P478897	Q000677
P478898	Q000678
P478899	Q000679
P478900	Q000680
P478901	Q000681
P478902	Q000682
P478903	Q000683
P478904	Q000684
P478905	Q000686
P478906	Q000687
P478907	Q000688
P478908	Q000689
P478910	Q000691
P478911	Q000692
P478912	Q000694
P478913	Q000695
P478914	Q000733
P478915	Q000734
P478916	Q000697
P478917	Q000699
P478918	Q000700
P478919	Q000701
P478920	Q000702
P478921	Q000707
P478922	Q000708
P478923	Q000709
P478924	Q000710
P478925	Q000711
P478926	Q000712
P478927	Q000713
P478928	Q000714
P478929	Q000715
P478930	Q000716
P478931	Q000717
P478932	Q000719
P478933	Q000721
P478934	Q000722
P478935	Q000723
P478936	Q000724
P478937	Q000725
P478938	Q000726
P478939	Q000732
P478941	Q000737
P478942	Q000738
P478943	Q000739
P478944	Q000741
P478945	Q000743
P478946	Q000746
P478947	Q000747
P478948	Q000748
P478949	Q000749
P478950	Q000750
P478951	Q000752
P478952	Q000756
P478953	Q000788
P478954	Q000789
P478957	Q000762
P478958	Q000764
P478959	Q000765
P478960	Q000766
P478961	Q000773
P478962	Q000774
P478963	Q000775
P478964	Q000776
P478965	Q000777
P478966	Q000778
P478967	Q000779
P478968	Q000781
P478969	Q000782
P478970	Q000784
P478971	Q000785
P478972	Q000790
P478973	Q000791
P478975	Q002338
P478976	Q000793
P478977	Q000794
P479841	Q000611
P479842	Q000599
P479843	Q000596
P479844	Q000594
P479845	Q000592
P479846	Q000584
P479847	Q000583
P479848	Q000578
P479849	Q000577
P479850	Q000576
P479851	Q000575
P479852	Q000569
P479853	Q000566
P479854	Q000563
P479855	Q000546
P479856	Q000543
P479857	Q000541
P479858	Q000497
P479859	Q000494
P479860	Q000483
P479861	Q000481
P479862	Q000479
P479863	Q000469
P479864	Q000467
P479865	Q000465
P479866	Q000463
P479867	Q000461
P479868	Q000459
P479869	Q000458
P479870	Q000455
P479871	Q000454
P479872	Q000451
P479873	Q000450
P479874	Q000448
P479875	Q000444
P479876	Q000441
P479877	Q000438
P479878	Q000434
P479879	Q000432
P479880	Q000431
P479881	Q000426
P479882	Q000425
P479883	Q000419
P479884	Q000418
P479885	Q000417
P479886	Q000415
P479887	Q000414
P479888	Q000413
P479889	Q000412
P479890	Q000410
P479891	Q000408
P479892	Q000407
P479893	Q000406
P479894	Q000402
P479895	Q000371
P480122	Q000490
P480123	Q000491
P480124	Q000492
P480125	Q000493
P480126	Q000495
P480127	Q000496
P480190	Q000365
P480325	Q002295
P480675	Q003654
P480676	Q006335
P480680	Q000403
P480681	Q000404
P480682	Q000409
P480683	Q000411
P480684	Q000420
P480685	Q000421
P480696	Q006412
P480701	Q002718
P480764	Q000353
P480765	Q000355
P480979	Q000422
P480980	Q000424
P480981	Q000427
P480982	Q000433
P480983	Q000434
P480984	Q000435
P480985	Q000456
P480986	Q000457
P480987	Q000439
P480988	Q000440
P480989	Q000446
P480990	Q000449
P481013	Q000821
P481040	Q000003
P481102	Q006205
P481124	Q000500
P481125	Q000501
P481126	Q000502
P481127	Q000503
P481128	Q000507
P481129	Q000508
P481130	Q000509
P481131	Q000510
P481132	Q000511
P481133	Q000512
P481134	Q000513
P481135	Q000514
P481136	Q000515
P481137	Q000516
P481138	Q000517
P481139	Q000518
P481140	Q000519
P481141	Q000520
P481142	Q000521
P481143	Q000522
P481144	Q000523
P481145	Q000524
P481146	Q000525
P481147	Q000526
P481148	Q000527
P481149	Q000528
P481150	Q000529
P481151	Q000530
P481152	Q000531
P481153	Q000532
P481154	Q000533
P481155	Q000534
P481156	Q000535
P481157	Q000536
P481158	Q000537
P481159	Q000538
P481161	Q004253
P481441	Q000767
P481702	Q000047
P481725	Q002873
P481726	Q002873.02
P481727	Q002873.03
P481728	Q002873.04
P481729	Q002873.05
P481730	Q002873.06
P481731	Q002873.07
P481732	Q002873.08
P481733	Q002873.09
P481734	Q002873.10
P481735	Q002873.11
P481736	Q006336
P481737	Q000484
P481738	Q000480
P481739	Q000485
P481740	Q000486
P481741	Q000487
P481742	Q000488
P481743	Q000489
P481746	Q000770
P481747	Q000771
P481748	Q002397
P481749	Q002398
P481935	Q000665
P481936	Q000666
P481937	Q000757
P481944	Q006377
P481947	Q000758
P482031	Q008932
P482085	Q006340
P482086	Q006337
P482087	Q006338
P482088	Q006339
P482090	Q004875
P491221	Q008416
P491222	Q002701
P491489	needed archun36
P491490	Q007309
P491491	Q008424
P491657	Q000460
P491658	Q000472
P491659	Q000473
P491660	Q000476
P491661	Q000498
P491662	Q000499
P491663	Q000542
P491664	Q000544
P491665	Q000452
P491666	Q000453
P491667	Q000466
P491668	Q000471
P491669	Q000478
P491670	Q000506
P491671	Q000430
P497322	QIshtardescent
P497355	Q000551
P497356	Q000552
P497357	Q000553b needed
P497358	Q000553c needed
P497359	Q000553d needed
P497872	Q001937
P497998	QMAL
P498002	Q008511
P498157	Q000010
P498269	Q000039
P498270	Q000040
P498271	Q000041
P498272	Q000042
P498273	Q000043
P498274	Q000292
P498275	Q000110
P498281	Q004276
P498282	Qfunerary001
P498296	Q008913
P498503	Q000504
P498504	Q000505
P498505	Q000566
P498507	Q000639
P498508	Q000642
P498509	Q000645
P498510	Q000648
P498511	Q000650
P498512	Q000652
P498513	Q000655
P498514	needed ?
P499075	Q000299
P499076	Q000018
P499077	Q000035
P499078	Q000014
P499079	Q000029
P499080	Q000012
P499084	Q000302
P499147	Q000006
P499148	Q000027
P499149	Q000020
P499150	Q000024
P499151	Q000293
P499152	Q000031
P499153	Q000008
P499154	Q000268
P499155	Q003904
P499186	Q002727
P499239	Q008430
P499260	Q000036
P499261	Q000037
P499262	Q000038
P499379	Q008512
P499380	Q008513
P499381	Q008514
P499387	Q008515
P499481	Q008428
P499483	Q008425
P499515	Q007320
P499713	Q008426
P499718	Qcurse
P499866	Q002873.01
P499940	Q000261
P500244	Q004795
P500245	Q004787
P500441	Q000720
P500618	Q008378
P500640	Q001921
P500641	Q001922
P500642	Q001927
P500941	Q001847
P500945	Q001938
P500946	Q001939
P500947	Q001967
P500948	Q001969
P500950	Q001970
P500951	Q001977
P500952	Q002004
P500964	Q008519
P500965	Q008520
P500971	Q008521
P500972	Q008522
P500973	Q008523
P500976	Q008524
P500977	Q008525
P500978	Q008526
P500979	Q008527
P500980	Q008528
P500981	Q008529
P500982	Q008530
P500983	Q008531
P500984	Q008532
P502918	Q007321
P504414	Q008427
P507624	Q008423
P507625	Q008420
P507626	Q008421
P507627	Q008422
P507972	Q000477
P507973	Q000443
P508819	Q008534
P508820	Q008535
P508821	Q008536
P508822	Q008537
P508823	Q008538
P508824	Q008539
P508825	Q008540
P508826	Q008541
P508827	Q008542
P508828	Q008772
P508829	Q008543
P508830	Q008544
P508831	Q008545
P508832	Q008546
P508833	Q008547
P508834	Q008548
P508835	Q008549
P508836	Q008550
P508837	Q008551
P508838	Q008552
P508839	Q008553
P508840	Q008554
P508841	Q008555
P508842	Q008556
P508843	Q008557
P508844	Q008558
P508845	Q008559
P508846	Q008560
P508847	Q008561
P508848	Q008562
P508849	Q008563
P508850	Q008564
P508913	Q008565
P508929	Q008569
P508930	Q008570
P508931	Q008571
P508932	Q008572
P508933	Q008573
P508934	Q008574
P508935	Q008575
P508937	Q008577
P508938	Q008578
P508939	Q008579
P508940	Q008580
P508941	Q008581
P508973	Q008583
P508980	Q008771
P508981	Q008584
P508982	Q008585
P508983	Q008586
P508984	Q008587
P508985	Q008588
P508986	Q008589
P508987	Q008590
P508988	Q008591
P508989	Q008592
P508990	Q008593
P508991	Q008594
P508992	Q008595
P508993	Q008596
P508994	Q008597
P508995	Q008598
P508996	Q008599
P508997	Q008600
P508998	Q008601
P508999	Q008602
P509000	Q008603
P509001	Q008604
P509075	Q008606
P509076	Q008607
P509077	Q008608
P509078	Q008609
P509079	Q008610
P509080	Q008611
P509081	Q008612
P509082	Q008613
P509083	Q008614
P509084	Q008615
P509085	Q008616
P509086	Q008617
P509087	Q008618
P509088	Q008619
P509089	Q008620
P509090	Q008621
P509091	Q008622
P509092	Q008623
P509093	Q008624
P509094	Q008625
P509095	Q002019
P509096	Q002026
P509097	Q002027
P509098	Q002028
P509099	Q002029
P509100	Q002030
P509101	Q002036
P509102	Q002037
P509103	Q002038
P509104	Q002039
P509105	Q002049
P509106	Q002050
P509107	Q002051
P509108	Q002052
P509109	Q002053
P509110	Q002054
P509111	Q002055
P509112	Q002056
P509113	Q002057
P509114	Q002058
P509115	Q002059
P509116	Q002060
P509117	Q002061
P509118	Q002078
P509119	Q002079
P509120	Q002080
P509121	Q002081
P509122	Q002082
P509123	Q002083
P509124	Q002084
P509125	Q002085
P509126	Q002086
P509127	Q002087
P509128	Q002088
P509129	Q002089
P509130	Q002090
P509131	Q002091
P509132	Q002100
P509133	Q002142
P509134	Q002143
P509135	Q002144
P509136	Q002145
P509137	Q008665
P509138	Q008666
P509211	Q008668
P509212	Q008669
P509213	Q008670
P509218	Q008671
P509219	Q008672
P509220	Q008673
P509283	Q008674
P509284	Q008675
P509285	Q008676
P509361	Q003408
P509362	Q003415
P509363	Q003419
P509364	Q003421
P509365	Q003424
P509366	Q003428
P509367	Q003429
P509368	Q003434
P509369	Q003444
P509370	Q003445
P509371	Q003437
P512842	Q008933
P512852	Q002190Akk
P513363	Q005577
P513364	Q005501
P513483	Q008911
P514334	Q008904
P514384	Q003439
P514385	Q003440
P514386	Q003441
P514387	Q003442
P514388	Q003468
P514389	Q003431
P514390	Q003432
P514391	Q003469
P514396	Q001925
P514412	Q008878
P514413	Q008879
P514414	Q008882
P514415	Q008851
P514419	Q004768
P514420	Q008847
P514421	Q008769
P514422	Q003417
P514423	Q008912
P514424	Q004876
P514429	Q008770
P514430	Q008849
P514431	Q008768
P514432	Q008883
P514433	Q008742
P514434	Q008743
P514435	Q008744
P514436	Q008745
P514437	Q008746
P514438	Q008747
P514439	Q008748
P514440	Q008749
P514441	Q008750
P514442	Q008751
P514443	Q008752
P514444	Q008753
P514445	Q008754
P514446	Q008755
P514447	Q008756
P514448	Q008758
P514449	Q008759
P514450	Q008760
P514451	Q008761
P514452	Q008685
P514453	Q008690
P514454	Q002203
P514455	Q002216
P514456	Q008691
P514457	Q008692
P514458	Q008697
P514511	Q008679
P514710	Q003700
P514711	Q003701
P514712	Q003702
P514713	Q003703
P514714	Q003704
P514715	Q003705
P514716	Q003706
P514717	Q003707
P514718	Q003708
P514719	Q003709
P514720	Q003710
P514721	Q003711
P514722	Q003712
P514723	Q003713
P514724	Q003714
P514725	Q003715
P514726	Q003716
P514727	Q003717
P514728	Q003718
P514729	Q003719
P514730	Q003720
P514731	Q003721
P514732	Q003722
P514733	Q003723
P514734	Q003724
P514735	Q003725
P514736	Q003726
P514737	Q003727
P514738	Q003728
P514739	Q003729
P514740	Q003730
P514741	Q003731
P514742	Q003732
P514743	Q003733
P514744	Q003734
P514745	Q003735
P514746	Q003736
P514747	Q003737
P514748	Q003738
P514749	Q003739
P514750	Q003740
P514751	Q003741
P514752	Q003742
P514753	Q003743
P514754	Q003744
P514755	Q003745
P514756	Q003746
P514757	Q003747
P514758	Q003748
P514759	Q003749
P514760	Q003750
P514761	Q003751
P514762	Q003752
P514763	Q003753
P514764	Q003754
P514765	Q003755
P514766	Q003756
P514767	Q003757
P514768	Q003758
P514769	Q003759
P514770	Q003760
P514771	Q003761
P514772	Q003762
P514773	Q003763
P514776	Q003766
P514777	Q003767
P514778	Q003767
P514779	Q003769
P514780	Q003770
P514781	Q004010
P514783	Q005359
P516864	Q008698
P516865	Q008699
P516866	Q008700
P516867	Q008701
P516868	Q008702
P516869	Q008703
P516870	Q008704
P516871	Q008705
P516872	Q008706
P516873	Q008707
P516874	Q008708
P516875	Q008709
P516876	Q008710
P516877	Q008711
P516878	Q008725
P516879	Q008726
P516880	Q008732
P516881	Q008733
P516882	Q008734
P516883	Q008735
P516884	Q008736
P516885	Q008737
P516886	Q008738
P516887	Q008845
P516888	Q008682
P516889	Q002135
P516890	Q002136
P516891	Q002137
P516892	Q001968
P516893	Q001944
P516894	Q003856
P516895	Q003862
P516896	Q003863
P516897	Q003864
P516898	Q003865
P516899	Q003866
P516900	Q003867
P516901	Q003868
P516902	Q003869
P516903	Q003870
P516904	Q003871
P516905	Q003872
P516906	Q003873
P516907	Q003874
P516908	Q003875
P516909	Q003876
P516910	Q003877
P516911	Q003878
P516912	Q003879
P516913	Q003880
P516914	Q006204
P516915	Q001924
P516916	Q008894
P516917	Q004329
P516918	Q004969
P516919	Q004982
P516920	Q005011
P516921	Q005026
P516922	Q001956
P516923	Q008681
P516924	Q008683
P516925	Q008687
P516926	Q008688
P516927	Q008689
P516928	Q002201
P516929	Q002202
P516930	Q002205
P516931	Q002206
P516932	Q002207
P516933	Q002208
P516934	Q002210
P516935	Q002211
P516936	Q002212
P516937	Q002213
P516938	Q002214
P516939	Q002215
P516940	Q002217
P516941	Q008693
P516943	Q008695
P516944	Q008696
P516946	Q008762
P516947	Q008764
P516948	Q008765
P516949	Q008766
P516950	Q008767
P516951	Q008773
P516952	Q008774
P516954	Q008844
P516955	Q007628
P516956	Q007593
P516957	Q007615
P516958	Q007594
P516991	Q008846
P516992	Q008853
P516993	Q008854
P516994	Q003667
P517020	Q008814
P517050	Q003845
P517051	Q003847
P517198	needed
P518317	Q008900
P518320	Q008741
P518321	Q008776
P518322	Q008777
P518323	Q008778
P518325	Q008780
P518326	Q008781
P518327	Q008782
P518328	Q008783
P518329	Q008784
P518330	Q008785
P518331	Q008786
P518332	Q008787
P518333	Q008788
P518334	Q008789
P518335	Q008790
P518336	Q008791
P518337	Q008792
P518338	Q008793
P518339	Q008794
P518340	Q008795
P518341	Q008796
P518342	Q008797
P518343	Q008798
P518344	Q008799
P518345	Q008800
P518346	Q008801
P518347	Q008802
P518348	Q008803
P518349	Q008804
P518350	Q008805
P518351	Q008806
P518352	Q008807
P518353	Q008808
P518354	Q008809
P518355	Q008810
P518356	Q008811
P518357	Q008812
P518358	Q008813
P518458	Q005380
P518459	Q005381
P518462	Q005382
P518463	Q005383
P518466	Q005384
P518468	Q005385
P518470	Q005386
P518471	Q005387
P518472	Q005388
P518480	Q005389
P518487	Q005390
P518490	Q005393
P518905	needed
P518907	Q005398
P518909	Q005399
P518912	Q005438
P518914	Q005400
P518916	Q005401
P518918	Q005402
P518920	Q005404
P518924	Q005405
P518933	Q005406
P518938	Q005407
P518940	Q005410
P518942	Q005411
P518943	Q005412
P518945	Q005413
P518951	Q005414
P518953	Q005415
P518968	Q005416
P518970	Q005417
P518972	Q005418
P518974	Q005419
P518975	Q005420
P518976	Q005421
P518982	Q005422
P518984	Q005423
P518987	Q005469
P518989	Q005424
P518991	Q005425
P519040	Q005426
P519042	Q005427
P519046	Q005428
P519049	Q005429
P519057	Q005430
P519058	Q005431
P519059	Q005432
P519060	Q005433
P519061	Q005434
P519064	Q005435
P519066	Q005436
P519067	Q005437
P519069	Q005439
P519071	Q005440
P519072	Q005441
P519073	Q005442
P519075	Q005443
P519076	Q005444
P519079	Q005445
P519081	Q005446
P519083	Q005447
P519085	Q005448
P519086	Q005449
P519087	Q005450
P519089	Q005451
P519090	Q005452
P519092	Q005453
P519094	Q005463
P519095	Q005465
P519096	Q005466
P519098	Q005467
P519099	Q005468
P519101	Q005470
P519103	Q009187
P519105	Q009237
P519107	Q009238
P519109	Q005471
P519212	Q002220sum
P519213	Q002224sum
P519214	Q002225sum
P519215	Q004103
P519217	Q008680
P519222	Q008815
P519223	Q008816
P519224	Q008817
P519225	Q008818
P519226	Q008819
P519227	Q008820
P519228	Q008821
P519229	Q008822
P519230	Q008823
P519231	Q008824
P519232	Q008825
P519233	Q008826
P519234	Q008827
P519235	Q008828
P519236	Q008829
P519237	Q008830
P519238	Q008831
P519239	Q008832
P519240	Q008833
P519241	Q008834
P519242	Q008835
P519243	Q008836
P519244	Q008837
P519245	Q008838
P519246	Q008839
P519247	Q008840
P519248	Q008841
P519249	Q008842
P519250	Q008855
P519251	Q008856
P519252	Q008857
P519253	Q008858
P519254	Q008859
P519255	Q008860
P519256	Q008861
P519257	Q008862
P519258	Q008863
P519259	Q008864
P519260	Q008865
P519261	Q008866
P519262	Q008867
P519263	Q008868
P519264	Q008869
P519265	Q008870
P519266	Q008871
P519267	Q008872
P519268	Q008873
P519269	Q008881
P519270	Q008885
P519271	Q008888
P519272	Q008890
P519273	Q007322
P519274	Q007323
P519275	Q007329
P519276	Q007337
P519277	Q008716
P519278	Q008717
P519279	Q008718
P519280	Q008715
P519281	Q008720
P519282	Q008721
P519283	Q008722
P519284	Q008723
P519285	Q008724
P519286	Q008884
P519287	Q008887
P519288	Q008874
P519289	Q008875
P519290	Q008886
P519291	Q008889
P519292	Q008893
P519305	needed
P519306	needed
P519307	Q004254
P519308	Q007286
P519309	Q007285
P519310	Q007287
P519311	Q005672
P519312	Q005661
P519313	Q005662
P519314	Q005663
P519315	Q005664
P519316	Q005665
P519317	Q005666
P519318	Q005667
P519319	Q005668
P519320	Q005669
P519321	Q005680
P519324	Q007686
P519326	Q007688
P519328	Q008370
P519330	Q006307
P519332	Q006656
P519334	Q008902
P519341	needed
P519342	needed
P519343	needed
P519344	needed
P519345	needed
P519346	needed
P519350	Q000768
P519352	Q000769
P519353	Q005391
P519355	Q005392
P519362	Q000759
P519402	Q003902
P519414	Q009236
P519583	Q009186
P519584	Q009239
P519585	Q009240
P519586	Q009186
P519692	Q005464
P519694	Q005458
P519695	Q005457
P519697	Q005456
P519699	Q005455
P519701	Q005454
P519720	Q005408
P519722	Q005409
P519727	Q006486
P519741	Q009241
P519917	Q009247
P520015	Q007161
P522158	Q007159
P522160	Q007275
P522161	Q007278
P522162	Q007281
P522163	Q007250
P522164	Q007251
P522165	Q007271
P522166	Q007160
P522167	Q007161
P522168	Q007162
P522169	Q007163
P522170	Q007164
P522171	Q007165
P522172	Q007166
P522173	Q007167
P522174	Q007188
P522175	Q007189
P522176	Q007168
P522177	Q007171
P522178	Q007172
P522179	Q007173
P522180	Q007214
P522181	Q007215
P522182	Q007216
P522183	Q007224
P522184	Q007225
P522185	Q007226
P522186	Q007227
P522187	Q007228
P522188	Q007229
P522189	Q007230
P522190	Q007266
P522191	Q007267
P522192	Q007268
P522193	Q007269
P522194	Q007270
P522195	Q007272
P522196	Q007273
P522197	Q007274
P522198	Q007276
P522199	Q007277
P522200	Q007279
P522201	Q007280
P522202	Q007282
P522203	Q007129
P522204	Q007130
P522205	Q007131
P522206	Q007132
P522207	Q007133
P522208	Q006654
P522209	Q006655
P522210	Q007260
P522211	Q007262
P522212	Q007263
P522213	Q007264
P522214	Q007146
P522215	Q007147
P522216	Q007148
P522217	Q007149
P522218	Q007150
P522219	Q007151
P522220	Q007152
P522221	Q007153
P522222	Q007154
P522223	Q007155
P522224	Q007156
P522225	Q007157
P522226	Q007158
P522227	Q007170
P522228	Q007174
P522229	Q007175
P522230	Q007176
P522231	Q007177
P522233	Q007178
P522234	Q007179
P522235	Q007180
P522237	Q007181
P522238	Q007182
P522239	Q007183
P522240	Q007184
P522241	Q007185
P522242	Q007186
P522243	Q007187
P522245	Q007254
P522246	Q007210
P522247	Q007211
P522248	Q007212
P522249	Q007213
P522250	Q007209
P522253	Q007217
P522254	Q007218
P522255	Q007219
P522256	Q007220
P522257	Q007221
P522258	Q007222
P522259	Q007223
P522265	Q007254
P522266	Q007255
P522274	Q007205
P522275	Q007206
P522277	Q007208
P522994	Q005472
P522995	Q005473
P522996	Q005474
P522997	Q005475
P522998	Q005476
P522999	Q005477
P523000	Q005478
P523001	Q005479
P523002	Q005480
P523003	Q005481
P523004	Q005482
P523005	Q005483
P523006	Q005484
P523007	Q005485
P523008	Q005486
P523009	Q005487
P523010	Q005488
P523011	Q005489
P523012	Q005490
P523013	Q005491
P523014	Q005492
P523015	Q005493
P523016	Q005494
P523017	Q005495
P523018	Q005496
P523019	Q005497
P523020	Q005498
P523021	Q005499
P523022	Q005500
P523023	Q005501
P523024	Q005502
P523025	Q005503
P523026	Q005504
P523027	Q005505
P523028	Q005506
P523029	Q005507
P523030	Q005508
P523031	Q005602
P523032	Q005603
P523033	Q005604
P523034	Q005605
P523035	Q005522
P523036	Q005576
P523037	Q005577
P523038	Q005531
P523039	Q005533
P523040	Q005535
P523041	Q005555
P523042	Q005556
P523043	Q005534
P523044	Q005557
P523045	Q005532
P523046	Q005562
P523047	Q005523
P523048	Q005538
P523049	Q005536
P523050	Q005537
P523051	Q005579
P523052	Q005573
P523053	Q005575
P523054	Q005563
P523055	Q005574
P523056	Q005559
P523057	Q005564
P523058	Q005524
P523059	Q005565
P523060	Q005593
P523061	Q005525
P523062	Q005526
P523063	Q005528
P523064	Q005529
P523065	Q005530
P523066	Q005539
P523067	Q005558
P523068	Q005578
P523069	Q005554
P523070	Q005543
P523071	Q005580
P523072	Q005550
P523073	Q005551
P523074	Q009274
P523075	Q005582
P523076	Q005544
P523077	Q005545
P523078	Q005566
P523079	Q005570
P523080	Q005542
P523081	Q005568
P523082	Q005561
P523083	Q005569
P523084	Q005567
P523085	Q005571
P523086	Q005560
P523087	Q005546
P523088	Q005547
P523089	Q005548
P523090	Q005549
P523091	Q005591
P523092	Q005592
P523093	Q005584
P523094	Q005590
P523095	Q005585
P523096	Q005586
P523097	Q005587
P523098	Q005541
P523099	Q005588
P523100	Q005589
P523101	Q005595
P523102	Q005596
P523103	Q005594
P523104	Q005521
P523105	Q005598
P523106	Q005599
P523107	Q005597
P523108	Q005552
P523109	Q005553
P523110	Q009273
P523111	Q005540
P523112	Q005572
P523113	Q005600
P523114	Q005601
P523254	Q006482
P523255	Q006483
P523256	Q006484
P523257	Q006485
P523258	Q006486
P523259	Q006487
P523260	Q006488
P523261	Q006489
P523262	Q006490
P523263	Q006491
P523264	Q006492
P523265	Q006493
P523266	Q006494
P523267	Q006495
P523268	Q006496
P523269	Q006497
P523270	Q006498
P523271	Q006499
P523272	Q006500
P523273	Q006501
P523274	Q006502
P523275	Q006503
P523276	Q006504
P523277	Q006505
P523278	Q006506
P523279	Q006507
P523280	Q006508
P523281	Q006509
P523282	Q006510
P523283	Q006511
P523284	Q006512
P523285	Q006513
P523286	Q006514
P523287	Q006515
P523288	Q006516
P523289	Q006517
P523290	Q006518
P523291	Q006519
P523292	Q006520
P523293	Q006521
P523294	Q006522
P523295	Q006523
P523296	Q006524
P523297	Q006525
P523298	Q006526
